ID,Adj-Matrix,Frequency,Mean-Freq,Standard-Dev,Z-Score,p-Value
6,000000210,0.25333,0.17209,0.016353,4.9683,0
6,000000230,0.21333,0.069314,0.012055,11.947,0
6,000000220,0.16,0.059239,0.013553,7.4348,0
6,000000310,0.14667,0.095526,0.012636,4.0471,0
36,002002000,0.08,0,0,2.122e-314,0
6,000000110,0.053333,0.063794,0.0038365,-2.7266,0.999
36,001001000,0.053333,0.012437,0.013975,2.9265,0
6,000000330,0.026667,0.01569,0.0021551,5.0935,0
36,003003000,0.013333,0,0,2.122e-314,0
