ID,Adj-Matrix,Frequency,Mean-Freq,Standard-Dev,Z-Score,p-Value
162,005004200,0.00026734,0,0,2.122e-314,0
14,003000560,0.00026734,0,0,2.122e-314,0
14,000002510,0.00026734,0.00025293,4.334e-05,0.33256,0.655
162,004006500,0.00026734,0,0,2.122e-314,0
162,004003400,0.00026734,0,0,2.122e-314,0
162,001006100,0.00026734,0,0,2.122e-314,0
38,000300540,0.00026734,4.8083e-05,8.1332e-05,2.6959,0.048
14,000001510,0.00026734,0.00025802,3.4836e-05,0.26768,0.681
140,060003300,0.00026734,5.9602e-05,8.6333e-05,2.4063,0.052
38,000500310,0.00026734,5.6246e-05,8.7207e-05,2.4206,0.056
38,000200120,0.00026734,4.6873e-05,7.9661e-05,2.7676,0.037
14,001000360,0.00026734,0,0,2.122e-314,0
162,005003200,0.00026734,0,0,2.122e-314,0
38,000200560,0.00026734,7.4336e-05,9.95e-05,1.9398,0.088
162,003004500,0.00026734,0,0,2.122e-314,0
38,000200250,0.00026734,6.1874e-05,8.9755e-05,2.2892,0.068
38,000400360,0.00026734,6.8034e-05,9.774e-05,2.0392,0.076
162,003005500,0.00026734,0,0,2.122e-314,0
14,000001340,0.00026734,0.00025521,4.0464e-05,0.29975,0.67
38,060000460,0.00026734,0,0,2.122e-314,0
38,000600220,0.00026734,5.6107e-05,8.7776e-05,2.4065,0.051
38,010000260,0.00026734,0,0,2.122e-314,0
162,001006400,0.00026734,0,0,2.122e-314,0
38,060000560,0.00026734,0,0,2.122e-314,0
14,002000520,0.00026734,0,0,2.122e-314,0
162,001005500,0.00026734,0,0,2.122e-314,0
162,004001400,0.00026734,0,0,2.122e-314,0
162,005004300,0.00026734,0,0,2.122e-314,0
14,000004240,0.00026734,0.00038816,4.6501e-05,-2.5981,0.972
38,000500450,0.00026734,5.3833e-05,8.3497e-05,2.5571,0.05
162,001003200,0.00026734,0,0,2.122e-314,0
14,002000420,0.00026734,0,0,2.122e-314,0
14,002000550,0.00026734,0,0,2.122e-314,0
162,005005200,0.00026734,0,0,2.122e-314,0
140,050003300,0.00026734,6.4554e-05,9.4728e-05,2.1407,0.079
14,005000230,0.00026734,0,0,2.122e-314,0
38,000403300,0.00026734,0,0,2.122e-314,0
140,006400050,0.00026734,0,0,2.122e-314,0
162,001002200,0.00026734,0,0,2.122e-314,0
14,000005550,0.00026734,0.00038562,4.8566e-05,-2.4354,0.966
14,000005230,0.00026734,0.00012439,3.4408e-05,4.1546,0
14,005000260,0.00026734,0,0,2.122e-314,0
14,002000450,0.00026734,0,0,2.122e-314,0
140,001500060,0.00026734,0,0,2.122e-314,0
38,000400260,0.00026734,4.7012e-05,8.2793e-05,2.6612,0.047
162,005005400,0.00026734,0,0,2.122e-314,0
140,050002200,0.00026734,4.3532e-05,7.6461e-05,2.9271,0.038
14,005000460,0.00026734,0,0,2.122e-314,0
38,000400240,0.00013367,4.4592e-05,7.6041e-05,1.1715,0.219
78,001001410,0.00013367,0.00013122,1.8759e-05,0.13052,0.723
14,001000110,0.00013367,0,0,2.122e-314,0
78,001001360,0.00013367,0.00012975,2.3221e-05,0.16901,0.714
162,004006100,0.00013367,0,0,2.122e-314,0
78,001002110,0.00013367,0.0001272,2.9199e-05,0.2215,0.699
162,001004100,0.00013367,0,0,2.122e-314,0
38,030000230,0.00013367,0,0,2.122e-314,0
162,003006500,0.00013367,0,0,2.122e-314,0
14,000006510,0.00013367,0.00012868,2.5938e-05,0.19255,0.706
138,003001010,0.00013367,0,0,2.122e-314,0
38,000500410,0.00013367,7.3659e-05,9.7495e-05,0.61555,0.352
14,003000510,0.00013367,0,0,2.122e-314,0
14,001000550,0.00013367,0,0,2.122e-314,0
14,001000660,0.00013367,0,0,2.122e-314,0
14,000001240,0.00013367,0.00012787,2.7773e-05,0.20903,0.698
14,004000110,0.00013367,0,0,2.122e-314,0
138,006006010,0.00013367,0,0,2.122e-314,0
14,005000550,0.00013367,0,0,2.122e-314,0
38,000300510,0.00013367,5.4778e-05,8.4935e-05,0.92888,0.267
38,000100340,0.00013367,5.6384e-05,9.108e-05,0.84857,0.251
38,000101300,0.00013367,0,0,2.122e-314,0
38,050000210,0.00013367,0,0,2.122e-314,0
38,000401400,0.00013367,0,0,2.122e-314,0
140,001200020,0.00013367,0,0,2.122e-314,0
14,004000510,0.00013367,0,0,2.122e-314,0
38,000100330,0.00013367,4.5669e-05,8.0487e-05,1.0934,0.225
166,010600220,0.00013367,0,0,2.122e-314,0
14,001000230,0.00013367,0,0,2.122e-314,0
162,003004100,0.00013367,0,0,2.122e-314,0
140,010003300,0.00013367,4.9151e-05,7.8852e-05,1.0719,0.253
14,003000110,0.00013367,0,0,2.122e-314,0
38,000400440,0.00013367,6.3604e-05,9.2748e-05,0.75547,0.308
14,000004410,0.00013367,0.00025735,3.5914e-05,-3.4437,0.983
38,000200520,0.00013367,5.5701e-05,8.9144e-05,0.87466,0.254
140,040001200,0.00013367,5.5719e-05,8.8598e-05,0.87985,0.267
162,004004400,0.00013367,0,0,2.122e-314,0
38,000400650,0.00013367,6.5488e-05,9.3021e-05,0.733,0.315
14,000002340,0.00013367,0.00012881,2.5617e-05,0.18967,0.709
14,000003550,0.00013367,0.00025642,3.7839e-05,-3.2438,0.974
38,000300450,0.00013367,5.7464e-05,9.1398e-05,0.83381,0.278
140,030001200,0.00013367,4.5665e-05,7.6601e-05,1.1489,0.224
162,004006400,0.00013367,0,0,2.122e-314,0
138,003003010,0.00013367,0,0,2.122e-314,0
38,000400540,0.00013367,4.5668e-05,7.7979e-05,1.1286,0.234
38,000600440,0.00013367,8.7584e-05,0.00010938,0.42137,0.4
138,001003010,0.00013367,0,0,2.122e-314,0
162,002002500,0.00013367,0,0,2.122e-314,0
38,060000340,0.00013367,0,0,2.122e-314,0
162,004004100,0.00013367,0,0,2.122e-314,0
38,040000350,0.00013367,0,0,2.122e-314,0
140,001400010,0.00013367,0,0,2.122e-314,0
38,060000450,0.00013367,0,0,2.122e-314,0
46,000404220,0.00013367,2.6778e-06,1.8754e-05,6.9849,0.014
14,005000360,0.00013367,0,0,2.122e-314,0
140,005200030,0.00013367,0,0,2.122e-314,0
38,000600460,0.00013367,8.7847e-05,0.00010801,0.42426,0.387
162,005003100,0.00013367,0,0,2.122e-314,0
38,000300330,0.00013367,4.874e-05,7.9661e-05,1.0662,0.234
138,003005010,0.00013367,0,0,2.122e-314,0
162,001002600,0.00013367,0,0,2.122e-314,0
14,000002310,0.00013367,0.00012707,2.9474e-05,0.22406,0.696
14,000005210,0.00013367,0.00025146,4.5056e-05,-2.6143,0.971
14,000003610,0.00013367,0.00024811,4.8931e-05,-2.3389,0.963
162,005004400,0.00013367,0,0,2.122e-314,0
14,000002110,0.00013367,0.00012573,3.2065e-05,0.2476,0.691
38,000500250,0.00013367,6.4294e-05,9.2448e-05,0.75045,0.3
14,000003410,0.00013367,0.00012881,2.5616e-05,0.18984,0.705
14,005000410,0.00013367,0,0,2.122e-314,0
140,060005500,0.00013367,7.7009e-05,9.8863e-05,0.57315,0.372
140,001200060,0.00013367,0,0,2.122e-314,0
140,050004400,0.00013367,4.6998e-05,7.694e-05,1.1265,0.234
138,005002010,0.00013367,0,0,2.122e-314,0
140,060001300,0.00013367,5.5717e-05,8.6551e-05,0.90068,0.268
14,000003210,0.00013367,0.00025641,3.7831e-05,-3.2445,0.977
162,004005400,0.00013367,0,0,2.122e-314,0
14,000001450,0.00013367,0.00012627,3.1061e-05,0.23837,0.694
162,006006100,0.00013367,0,0,2.122e-314,0
38,030000250,0.00013367,0,0,2.122e-314,0
140,005400050,0.00013367,0,0,2.122e-314,0
162,001005200,0.00013367,0,0,2.122e-314,0
140,060002200,0.00013367,6.5885e-05,9.6057e-05,0.70569,0.303
138,003002010,0.00013367,0,0,2.122e-314,0
14,001000220,0.00013367,0,0,2.122e-314,0
138,006003010,0.00013367,0,0,2.122e-314,0
38,000600230,0.00013367,6.9254e-05,9.8469e-05,0.65419,0.324
14,001000330,0.00013367,0,0,2.122e-314,0
14,001000560,0.00013367,0,0,2.122e-314,0
14,001000510,0.00013367,0,0,2.122e-314,0
162,002004500,0.00013367,0,0,2.122e-314,0
14,004000230,0.00013367,0,0,2.122e-314,0
38,000402200,0.00013367,0,0,2.122e-314,0
140,010005500,0.00013367,6.4408e-05,9.1429e-05,0.75757,0.3
38,000300140,0.00013367,5.9601e-05,9.0593e-05,0.81763,0.28
162,002006400,0.00013367,0,0,2.122e-314,0
38,000600330,0.00013367,5.1968e-05,8.386e-05,0.97429,0.25
38,000300110,0.00013367,4.3932e-05,7.6096e-05,1.1793,0.229
142,050003310,0.00013367,0,0,2.122e-314,0
14,005000330,0.00013367,0,0,2.122e-314,0
38,000100660,0.00013367,7.1255e-05,9.6364e-05,0.64772,0.336
38,040000360,0.00013367,0,0,2.122e-314,0
38,000200620,0.00013367,5.3031e-05,8.3366e-05,0.96731,0.269
14,000005510,0.00013367,0.00012466,3.3955e-05,0.26553,0.682
38,030000240,0.00013367,0,0,2.122e-314,0
14,000003310,0.00013367,0.00025266,4.3237e-05,-2.7521,0.976
102,050101200,0.00013367,0,0,2.122e-314,0
38,010000660,0.00013367,0,0,2.122e-314,0
162,003001100,0.00013367,0,0,2.122e-314,0
138,002003010,0.00013367,0,0,2.122e-314,0
38,000400250,0.00013367,5.2227e-05,8.5793e-05,0.94932,0.238
162,004005200,0.00013367,0,0,2.122e-314,0
38,000300150,0.00013367,6.1199e-05,9.2254e-05,0.78558,0.289
38,000300550,0.00013367,5.2914e-05,8.5099e-05,0.949,0.268
14,000004310,0.00013367,0.00012733,2.892e-05,0.21914,0.698
14,000005610,0.00013367,0,0,2.122e-314,0
162,004002500,0.00013367,0,0,2.122e-314,0
162,005003500,0.00013367,0,0,2.122e-314,0
38,000500610,0.00013367,6.4015e-05,9.0863e-05,0.76661,0.302
140,004300040,0.00013367,0,0,2.122e-314,0
162,002005500,0.00013367,0,0,2.122e-314,0
38,000300440,0.00013367,7.7684e-05,0.00010326,0.54222,0.364
162,003001500,0.00013367,0,0,2.122e-314,0
38,001401000,0.00013367,0,0,2.122e-314,0
14,000006410,0.00013367,0.00012948,2.3934e-05,0.17508,0.711
162,003002100,0.00013367,0,0,2.122e-314,0
14,000004110,0.00013367,0.00025842,3.4166e-05,-3.6512,0.984
38,000206600,0.00013367,0,0,2.122e-314,0
38,000300410,0.00013367,6.4813e-05,9.2981e-05,0.74056,0.304
14,005000450,0.00013367,0,0,2.122e-314,0
162,004001200,0.00013367,0,0,2.122e-314,0
14,005000350,0.00013367,0,0,2.122e-314,0
162,004001100,0.00013367,0,0,2.122e-314,0
162,001005400,0.00013367,0,0,2.122e-314,0
162,005001300,0.00013367,0,0,2.122e-314,0
38,000200210,0.00013367,6.2689e-05,9.3741e-05,0.75722,0.291
162,001004400,0.00013367,0,0,2.122e-314,0
14,002000440,0.00013367,0,0,2.122e-314,0
162,005006200,0.00013367,0,0,2.122e-314,0
140,001300010,0.00013367,0,0,2.122e-314,0
14,003000550,0.00013367,0,0,2.122e-314,0
162,002001400,0.00013367,0,0,2.122e-314,0
162,001001200,0.00013367,0,0,2.122e-314,0
140,006200030,0.00013367,0,0,2.122e-314,0
162,001005600,0.00013367,0,0,2.122e-314,0
142,004201030,0.00013367,0,0,2.122e-314,0
140,010006600,0.00013367,6.2416e-05,9.0374e-05,0.78845,0.312
38,000200510,0.00013367,6.7772e-05,9.2648e-05,0.7113,0.329
38,000200160,0.00013367,6.6034e-05,9.4763e-05,0.71376,0.322
14,000001210,0.00013367,0.00012733,2.892e-05,0.21924,0.695
162,001004500,0.00013367,0,0,2.122e-314,0
38,010000250,0.00013367,0,0,2.122e-314,0
140,005200040,0.00013367,0,0,2.122e-314,0
138,002005010,0.00013367,0,0,2.122e-314,0
14,000005240,0.00013367,0.00012921,2.4623e-05,0.1811,0.711
38,060000350,0.00013367,0,0,2.122e-314,0
138,003004010,0.00013367,0,0,2.122e-314,0
38,000600350,0.00013367,6.1867e-05,9.0525e-05,0.7932,0.297
162,001004200,0.00013367,0,0,2.122e-314,0
166,050200520,0.00013367,0,0,2.122e-314,0
14,000004340,0.00013367,0.00013068,2.0506e-05,0.14574,0.718
78,001004240,0.00013367,0.0001331,1.0352e-05,0.05566,0.731
14,000001350,0.00013367,0.00012694,2.9746e-05,0.22647,0.697
162,001004300,0.00013367,0,0,2.122e-314,0
38,060000360,0.00013367,0,0,2.122e-314,0
38,000100220,0.00013367,4.4326e-05,7.6903e-05,1.1618,0.22
140,001200050,0.00013367,0,0,2.122e-314,0
14,004000550,0.00013367,0,0,2.122e-314,0
162,005005500,0.00013367,0,0,2.122e-314,0
38,050000240,0.00013367,0,0,2.122e-314,0
140,040005300,0.00013367,6.3736e-05,9.373e-05,0.74614,0.29
14,000002350,0.00013367,0,0,2.122e-314,0
38,000300160,0.00013367,5.1036e-05,8.5393e-05,0.96771,0.248
14,000002450,0.00013367,0.00012023,4.0543e-05,0.33148,0.655
38,000200310,0.00013367,6.4819e-05,9.3379e-05,0.73735,0.321
14,000004250,0.00013367,0,0,2.122e-314,0
38,000503300,0.00013367,0,0,2.122e-314,0
162,005002400,0.00013367,0,0,2.122e-314,0
38,010000440,0.00013367,0,0,2.122e-314,0
138,004005010,0.00013367,0,0,2.122e-314,0
38,000300530,0.00013367,4.6745e-05,7.8516e-05,1.1071,0.235
14,004000220,0.00013367,0,0,2.122e-314,0
38,000500460,0.00013367,8.8537e-05,0.00010807,0.41763,0.399
138,005003010,0.00013367,0,0,2.122e-314,0
162,002005100,0.00013367,0,0,2.122e-314,0
162,005006100,0.00013367,0,0,2.122e-314,0
